

20.125, 8
20.175, 7
20.200, 27
20.225, 16
20.275, 28
20.325, 7
20.350, 16
20.375, 18
20.400, 15
20.425, 26
20.475, 20
20.500, 24
20.525, 33
20.550, 16
20.575, 25
20.625, 19
20.675, 14
20.700, 15
20.725, 39
20.800, 37
